"party","year","support"
1,1971,0.34744525547
2,1971,0.43065693431
3,1971,0.048905109489
4,1971,0.15401459854
8,1971,0.01897810219
9,1971,0
16,1971,0
1,1975,0.31384892086
2,1975,0.5
3,1975,0.096223021583
4,1975,0.089928057554
8,1975,0
9,1975,0
16,1975,0
1,1979,0.31502423263
2,1979,0.4886914378
3,1979,0.076736672052
4,1979,0.11954765751
9,1979,0
16,1979,0
8,1979,0
1,1983,0.2769058296
2,1983,0.52298206278
3,1983,0.056053811659
4,1983,0.11266816143
8,1983,0.03139013453
9,1983,0
16,1983,0
1,1987,0.25425950197
2,1987,0.49082568807
3,1987,0.073394495413
4,1987,0.13368283093
8,1987,0.031454783748
9,1987,0.009174311927
13,1987,0.007208387942
16,1987,0
1,1991,0.26375082836
2,1991,0.41484426773
3,1991,0.060967528164
4,1991,0.16103379722
8,1991,0.086812458582
9,1991,0
16,1991,0.012591119947
1,1995,0.25089863408
2,1995,0.46369518332
3,1995,0.043134435658
4,1995,0.1013659238
8,1995,0.124370956143
9,1995,0.007907979871
13,1995,0.00718907261
16,1995,0.001437814522
1,1999,0.23741496599
2,1999,0.49047619048
3,1999,0.051700680272
4,1999,0.11836734694
8,1999,0.101360544218
9,1999,0
16,1999,0.000680272109
1,2003,0.15222984563
2,2003,0.38636363636
3,2003,0.13164665523
4,2003,0.2358490566
7,2003,0.000857632933
8,2003,0.054030874785
9,2003,0
13,2003,0.027873070326
16,2003,0.01114922813
1,2007,0.15224358974
2,2007,0.34775641026
3,2007,0.14743589744
4,2007,0.23918269231
7,2007,0.009615384615
8,2007,0.040064102565
9,2007,0
13,2007,0.058894230769
16,2007,0.004807692308
1,2011,0.1858559724
2,2011,0.28115567055
3,2011,0.19318671841
4,2011,0.22595946529
7,2011,0.018111254851
8,2011,0.017248814144
9,2011,0
13,2011,0.04915912031
16,2011,0.00474342389
31,2011,0.024148339802
32,2011,0.000431220354
