"party","year","support"
1,1971,0.11903881701
2,1971,0.11334565619
3,1971,0.09426987061
4,1971,0.27268022181
7,1971,0.04258780037
8,1971,0.190092421439
9,1971,0.015600739372
16,1971,0.152384473198
1,1975,0.10218928008
2,1975,0.090796788141
3,1975,0.1430924439
4,1975,0.24981126896
7,1975,0.043167936312
8,1975,0.213025873315
9,1975,0.01228467504
16,1975,0.145631734267
1,1979,0.1691171395
2,1979,0.12431835439
3,1979,0.12079795679
4,1979,0.31476496169
7,1979,0.04680057983
9,1979,0.008835507697
13,1979,0.016566576931
16,1979,0.050597087043
8,1979,0.148201836129
1,1983,0.12836919592
2,1983,0.091959229898
3,1983,0.11087202718
4,1983,0.2788788222
7,1983,0.052265005663
8,1983,0.150962627403
9,1983,0.040656851642
13,1983,0.069309173273
16,1983,0.076727066818
1,1987,0.11176808266
2,1987,0.078530424799
3,1987,0.096727898967
4,1987,0.31245694604
7,1987,0.038576349024
8,1987,0.135132032148
9,1987,0.02543053961
13,1987,0.082950631458
16,1987,0.118427095293
1,1991,0.10401941133
2,1991,0.06166262264
3,1991,0.11472729191
4,1991,0.38680240532
7,1991,0.050321763899
8,1991,0.082656398354
9,1991,0.014294756831
13,1991,0.070682561452
16,1991,0.114832788268
1,1995,0.152511361628
2,1995,0.043675854335
3,1995,0.17877589565
4,1995,0.3318184501
7,1995,0.035589919141
8,1995,0.08091837337
9,1995,0.024139762734
13,1995,0.087410730095
16,1995,0.065159652953
1,1999,0.153800679838
2,1999,0.044435686487
3,1999,0.20464062269
4,1999,0.39405882063
7,1999,0.026355978127
8,1999,0.054633233165
9,1999,0.00566530371
13,1999,0.059805901769
16,1999,0.056603773585
1,2003,0.13918966119
2,2003,0.045887181278
3,2003,0.21136046105
4,2003,0.42010129235
7,2003,0.037679008034
8,2003,0.018075445337
9,2003,0.003580160671
13,2003,0.090158924205
16,2003,0.033967865875
1,2007,0.10208584035
2,2007,0.083701029549
3,2007,0.1383206311
4,2007,0.39102821233
7,2007,0.02376654633
8,2007,0.01741542987
9,2007,0.003643535232
13,2007,0.13347372643
16,2007,0.042452199492
31,2007,0.064112849311
1,2011,0.10378979282
2,2011,0.042917298299
3,2011,0.15607209028
4,2011,0.33296277581
7,2011,0.019976419067
8,2011,0.032912245242
9,2011,0.000538992757
13,2011,0.099477850766
16,2011,0.052551793836
31,2011,0.10503621358
32,2011,0.053764527539
