"party","year","support"
1,1971,0.18166376112
2,1971,0.061999910599
3,1971,0.17214250592
4,1971,0.19274954182
7,1971,0.04474542935
8,1971,0.228063117425
9,1971,0.014572437531
16,1971,0.104063296232
1,1975,0.19585333915
2,1975,0.060934089917
3,1975,0.23173286774
4,1975,0.18555216063
7,1975,0.034701003928
8,1975,0.181885639459
9,1975,0.019380183326
16,1975,0.089960715844
1,1979,0.24558779539
2,1979,0.07251826845
3,1979,0.23011837101
4,1979,0.22815264305
7,1979,0.036237767617
9,1979,0.032648177428
13,1979,0.017306952694
16,1979,0.031451647366
8,1979,0.105978376992
1,1983,0.25858782193
2,1983,0.074085149329
3,1983,0.19440810376
4,1983,0.18521287332
7,1983,0.032706612343
8,1983,0.119164205885
9,1983,0.038051807274
13,1983,0.046611594961
16,1983,0.051171831196
1,1987,0.20708258404
2,1987,0.043228662332
3,1987,0.1309655554
4,1987,0.24232258957
7,1987,0.028115921981
8,1987,0.119241942174
9,1987,0.028115921981
13,1987,0.076635772583
16,1987,0.124291049938
1,1991,0.20670824313
2,1991,0.033282709148
3,1991,0.12534332892
4,1991,0.31046628106
7,1991,0.021229844573
8,1991,0.08304520632
9,1991,0.009823246195
13,1991,0.052638381749
16,1991,0.157462758911
1,1995,0.194186005685
2,1995,0.025348453463
3,1995,0.1849173191
4,1995,0.35737106344
7,1995,0.015623354282
8,1995,0.057367552575
9,1995,0.011129445634
13,1995,0.044974195134
16,1995,0.10908261068
1,1999,0.169073628344
2,1999,0.041813244461
3,1999,0.19166203789
4,1999,0.44612108869
7,1999,0.011170770845
8,1999,0.042399555638
9,1999,0.008948960069
13,1999,0.033450595569
16,1999,0.055360118497
1,2003,0.1424600417
2,2003,0.044565972747
3,2003,0.17276490316
4,2003,0.46638668157
7,2003,0.026225941928
8,2003,0.021210381606
9,2003,0.005227059854
13,2003,0.069825059673
16,2003,0.05133395776
1,2007,0.10841936112
2,2007,0.083317101675
3,2007,0.12490261005
4,2007,0.49978087261
7,2007,0.022497078302
8,2007,0.001631281652
9,2007,0.003359953252
13,2007,0.060260031165
16,2007,0.046089793533
31,2007,0.049741916634
1,2011,0.099601210782
2,2011,0.044083025032
3,2011,0.12552250997
4,2011,0.47804256955
7,2011,0.016383990775
8,2011,0.020804305002
9,2011,0.000504492385
13,2011,0.038893960505
16,2011,0.045476384952
31,2011,0.083505501369
32,2011,0.04718204968
