"party","year","support"
1,1971,0.52871171771
2,1971,0.057340213049
3,1971,0.14305925433
4,1971,0.076231691079
8,1971,0.057007323569
9,1971,0.081308255659
16,1971,0.056341544608
1,1975,0.5285671775
2,1975,0.060928433269
3,1975,0.16820413629
4,1975,0.078708525517
8,1975,0.045008183306
9,1975,0.071864305907
13,1975,0.010563904181
16,1975,0.036155334027
1,1979,0.51935624184
2,1979,0.062287951283
3,1979,0.14127881688
4,1979,0.063766855154
9,1979,0.079686820357
13,1979,0.094736842105
16,1979,0
8,1979,0.038886472379
1,1983,0.55416318575
2,1983,0.048008911167
3,1983,0.13973823448
4,1983,0.047507658034
8,1983,0.017543859649
9,1983,0.071901977165
13,1983,0.097298802562
16,1983,0.023837371206
1,1987,0.541477969
2,1987,0.047152219085
3,1987,0.14779689914
4,1987,0.042889871597
8,1987,0.036070115616
9,1987,0.062869625446
13,1987,0.10101763546
16,1987,0.02072566466
1,1991,0.60599887967
2,1991,0.030350868259
3,1991,0.13571319448
4,1991,0.037276569741
8,1991,0.021795589957
9,1991,0.072516168457
13,1991,0.054896369099
16,1991,0.041452360341
1,1995,0.46054527024
2,1995,0.082110654644
3,1995,0.15781891906
4,1995,0.048177986448
8,1995,0.038521047858
9,1995,0.138611748386
13,1995,0.029931174305
16,1995,0.044283199061
1,1999,0.47569499186
2,1999,0.062431026328
3,1999,0.14567239477
4,1999,0.083083714331
8,1999,0.049082978612
9,1999,0.088864364917
13,1999,0.062010615377
16,1999,0.033159913815
1,2003,0.36858823955
2,2003,0.06060715446
3,2003,0.14853986933
4,2003,0.19795689997
7,2003,0.007508212107
8,2003,0.009060390571
9,2003,0.089918059416
13,2003,0.10663105079
16,2003,0.011190123813
1,2007,0.268413745223
2,2007,0.079798681014
3,2007,0.17167650121
4,2007,0.21537660535
7,2007,0.012113849358
8,2007,0.055258590767
9,2007,0.06088163832
13,2007,0.12721277334
16,2007,0.009267615412
1,2011,0.249021003914
2,2011,0.061979352083
3,2011,0.21733713065
4,2011,0.23506585974
7,2011,0.010323958704
8,2011,0.014417942328
9,2011,0.032217871128
13,2011,0.094944820221
16,2011,0.004556781773
31,2011,0.0688501246
32,2011,0.011285154859
