"municipality","party","year","support"
5001,18,1991,0.22709350357
5002,18,1991,0.22797897754
5003,18,1991,0.16843971631
5004,18,1991,0.14296834458
5005,18,1991,0.21018041237
5006,18,1991,0.062716049383
5007,18,1991,0.10992647059
5008,18,1991,0.12337389845
5009,18,1991,0.061329588015
5010,18,1991,0.1268752679
5012,18,1991,0.073394495413
5013,18,1991,0.08887598025
5014,18,1991,0.096113445378
5015,18,1991,0.096809085992
5017,18,1991,0.14622368167
5018,18,1991,0.051829268293
5019,18,1991,0.15935208493
5048,18,1991,0.23814990979
5049,18,1991,0.23390822298
5050,18,1991,0.19326628771
5061,18,1991,0.15812733048
5063,18,1991,0.088888888889
5064,18,1991,0.20945012434
5071,18,1991,0.0484375
5072,18,1991,0.10897221292
5073,18,1991,0.20479302832
5076,18,1991,0.14664310954
5077,18,1991,0.21286370597
5078,18,1991,0.13555992141
5079,18,1991,0.18384209318
5081,18,1991,0.025568181818
5091,18,1991,0.2872779843
5095,18,1991,0.16694214876
5096,18,1991,0.29584221748
5097,18,1991,0.26797385621
5102,18,1991,0.095238095238
5105,18,1991,0.27651515152
5108,18,1991,0.27461924132
5109,18,1991,0.014285714286
5112,18,1991,0.29820261438
5113,18,1991,0.25121860761
5115,18,1991,0.30581997831
5117,18,1991,0.20866773676
5118,18,1991,0.2696623802
5119,18,1991,0.11931818182
5120,18,1991,0.23502851711
5121,18,1991,0.20946745562
5125,18,1991,0.30840369924
5129,18,1991,0.065789473684
5131,18,1991,0.24144620811
5132,18,1991,0.051886792453
5135,18,1991,0.19318181818
5136,18,1991,0.16803278689
5137,18,1991,0.146484375
5138,18,1991,0.1997942034
5141,18,1991,0.32201895526
5143,18,1991,0.088414634146
5144,18,1991,0.29294871795
5146,18,1991,0.38962765957
5148,18,1991,0.31597113273
5149,18,1991,0.12615384615
5151,18,1991,0.30649350649
5154,18,1991,0.21136173768
5160,18,1991,0.11269349845
5161,18,1991,0.23759191176
5162,18,1991,0.23702664797
5167,18,1991,0.30596801828
5171,18,1991,0.26319190179
5176,18,1991,0.19375895558
5178,18,1991,0.24688090737
5180,18,1991,0.21432086614
5181,18,1991,0.15665976536
5186,18,1991,0.29736842105
5187,18,1991,0.34441732764
5189,18,1991,0.29634268537
5192,18,1991,0.30478597888
5193,18,1991,0.32181425486
5194,18,1991,0.23539278725
5195,18,1991,0.26405529954
5196,18,1991,0.28046764289
5197,18,1991,0.21266846361
5198,18,1991,0.21988766382
5199,18,1991,0.20368171021
5200,18,1991,0.14663461538
5202,18,1991,0.30872986137
5203,18,1991,0.19554455446
5205,18,1991,0.26914739884
5206,18,1991,0.19611158073
5207,18,1991,0.21654929577
5208,18,1991,0.3219434063
5210,18,1991,0.37024891936
5212,18,1991,0.35616119264
5213,18,1991,0.24529811925
5214,18,1991,0.2106286455
5216,18,1991,0.30387409201
5219,18,1991,0.21556122449
5221,18,1991,0.22029850746
5222,18,1991,0.24548736462
5225,18,1991,0.24357405141
5226,18,1991,0.24376231123
5227,18,1991,0.2816722973
