"party","year","support"
1,1971,0.60986842105
2,1971,0.23355263158
3,1971,0.068421052632
4,1971,0.017763157895
8,1971,0
9,1971,0.059868421053
16,1971,0.010526315789
1,1975,0.65800561798
2,1975,0.18820224719
3,1975,0.091994382022
8,1975,0
9,1975,0.061797752809
16,1975,0
1,1979,0.54353932584
2,1979,0.22191011236
3,1979,0.1566011236
4,1979,0.018258426966
9,1979,0.059691011236
16,1979,0
8,1979,0
1,1983,0.52296587927
2,1983,0.22834645669
3,1983,0.1312335958
4,1983,0.001312335958
8,1983,0.015748031496
9,1983,0.10039370079
16,1983,0
1,1987,0.46864899806
2,1987,0.18810601164
3,1987,0.19715578539
4,1987,0.002585649644
8,1987,0.008403361345
9,1987,0.105365223013
13,1987,0.029734970911
16,1987,0
1,1991,0.41819852941
2,1991,0.099264705882
3,1991,0.14384191176
4,1991,0.003676470588
8,1991,0.014246323529
9,1991,0.072610294117
13,1991,0.010569852941
16,1991,0
18,1991,0.23759191176
1,1995,0.45077399381
2,1995,0.1306501548
3,1995,0.1907120743
4,1995,0.014241486068
8,1995,0.003715170279
9,1995,0.006191950464
13,1995,0.045820433437
16,1995,0
18,1995,0.15789473684
1,1999,0.38309685379
2,1999,0.1295496607
3,1999,0.19000616903
4,1999,0.070943861814
7,1999,0.000616903146
8,1999,0.00493522517
9,1999,0.00493522517
13,1999,0.017273288094
16,1999,0
18,1999,0.19864281308
1,2003,0.36888888889
2,2003,0.15277777778
3,2003,0.255
4,2003,0.062222222222
8,2003,0.011111111111
9,2003,0
13,2003,0.034444444444
16,2003,0
18,2003,0.11555555556
1,2007,0.35984640702
2,2007,0.1524958859
3,2007,0.15030170049
4,2007,0.12945693911
8,2007,0.009325287987
9,2007,0.006582556226
13,2007,0.06582556226
16,2007,0
18,2007,0.126165661
1,2011,0.29518619437
2,2011,0.099455040872
3,2011,0.14032697548
4,2011,0.11943687557
8,2011,0.065395095368
9,2011,0.008628519528
13,2011,0.05540417802
16,2011,0
18,2011,0.2161671208
