"party","year","support"
1,1971,0.28192497158
2,1971,0.41682455476
3,1971,0.28950359985
8,1971,0.011746873816
9,1971,0
16,1971,0
1,1975,0.29233164656
2,1975,0.38341767225
3,1975,0.30245231608
8,1975,0.021798365123
9,1975,0
16,1975,0
1,1979,0.358638743454
2,1979,0.44731675393
3,1979,0.16655759162
9,1979,0
16,1979,0
8,1979,0.027486910995
1,1983,0.40374488005
2,1983,0.39379754242
3,1983,0.18665886483
8,1983,0.015798712697
9,1983,0
16,1983,0
1,1987,0.37026315789
2,1987,0.46657894737
3,1987,0.15921052632
8,1987,0
9,1987,0
13,1987,0.003947368421
16,1987,0
1,1991,0.45232088799
2,1991,0.39051463169
3,1991,0.14101917255
8,1991,0
9,1991,0
13,1991,0.01614530777
16,1991,0
1,1995,0.442887361182
2,1995,0.3907985193
3,1995,0.14992067689
8,1995,0
9,1995,0.001850872554
13,1995,0.014542570069
16,1995,0
1,1999,0.339541547275
2,1999,0.38443170965
3,1999,0.16404011461
4,1999,0.094317096466
8,1999,0
9,1999,0
13,1999,0.017669531996
16,1999,0
1,2003,0.26786537575
2,2003,0.35984324574
3,2003,0.16113416321
4,2003,0.18395573997
8,2003,0
9,2003,0
13,2003,0.027201475334
16,2003,0
1,2007,0.235888795286
2,2007,0.37973883741
3,2007,0.12573715249
4,2007,0.19713563606
8,2007,0.022535804549
9,2007,0
13,2007,0.038963774221
16,2007,0
1,2011,0.26963657679
2,2011,0.31574833919
3,2011,0.15435717077
4,2011,0.18972254787
8,2011,0.011918718249
9,2011,0
13,2011,0.053341148886
16,2011,0
32,2011,0.005275498242
