"party","year","support"
1,1971,0.1280420354
2,1971,0.007134955752
3,1971,0.45580752212
4,1971,0.34673672566
7,1971,0.015044247788
8,1971,0.016482300886
9,1971,0
16,1971,0.03075221239
1,1975,0.12700369914
2,1975,0.00813810111
3,1975,0.42330456227
4,1975,0.30265104809
7,1975,0.019790382244
8,1975,0.051726263872
9,1975,0.000246609125
16,1975,0.067139334156
1,1979,0.13303209516
2,1979,0.010166788491
3,1979,0.42261944315
4,1979,0.31357565287
7,1979,0.01182802844
9,1979,0.013555717989
16,1979,0.024586351253
8,1979,0.070635922652
1,1983,0.12265494397
2,1983,0.00650114544
3,1983,0.3960126308
4,1983,0.28115906136
7,1983,0.009101603616
8,1983,0.108166676986
9,1983,0.016221905764
16,1983,0.060182032072
1,1987,0.089845178593
2,1987,0.002377179081
3,1987,0.30519322199
4,1987,0.32823357308
7,1987,0.019992685603
8,1987,0.086431793246
9,1987,0.019383152505
13,1987,0.055101792027
16,1987,0.09344142387
1,1991,0.095453675955
2,1991,0.003379455461
3,1991,0.20837849901
4,1991,0.31888031627
7,1991,0.021233182427
8,1991,0.079704138239
9,1991,0.012370082255
13,1991,0.05285978448
16,1991,0.207740865908
1,1995,0.132637729553
2,1995,0.00776293823
3,1995,0.19741235392
4,1995,0.31335559265
7,1995,0.02979966611
8,1995,0.011769616028
9,1995,0.008597662771
13,1995,0.042320534224
16,1995,0.256343906508
1,1999,0.12687004987
2,1999,0.014080375477
3,1999,0.24017307128
4,1999,0.33609562922
7,1999,0.035934291581
8,1999,0.013273687299
9,1999,0
13,1999,0.053534760927
16,1999,0.180038134351
1,2003,0.18424735124
2,2003,0.00999533551
3,2003,0.28206836809
4,2003,0.26394349304
7,2003,0.051575931232
8,2003,0.021190111281
9,2003,0
13,2003,0.078163523689
16,2003,0.10881588592
1,2007,0.18389178175
2,2007,0.020149422685
3,2007,0.16657233416
4,2007,0.35391668553
7,2007,0.044487208513
8,2007,0.019300430156
9,2007,0
13,2007,0.12304731718
16,2007,0.088634820014
1,2011,0.09738417901
2,2011,0.017198685336
3,2011,0.14542343884
4,2011,0.3608572329
7,2011,0.03889964432
8,2011,0.02035027689
9,2011,0.00153077304
13,2011,0.083472153437
16,2011,0.045608032057
31,2011,0.029850074288
32,2011,0.15942550988
