"party","year","support"
1,1971,0.15789473684
2,1971,0.031868662482
3,1971,0.45871559633
4,1971,0.11033317238
7,1971,0.030178657653
8,1971,0.126508932883
9,1971,0
16,1971,0.084500241429
1,1975,0.1702071163
2,1975,0.042485395645
3,1975,0.45087626129
4,1975,0.10541688794
7,1975,0.045406266596
8,1975,0.105682421668
9,1975,0.002920870951
16,1975,0.077004779607
1,1979,0.16239533113
2,1979,0.045673686882
3,1979,0.40268967267
4,1979,0.28926668358
7,1979,0.03730017762
9,1979,0
16,1979,0.019030702867
8,1979,0.043643745242
1,1983,0.17594411701
2,1983,0.040820781489
3,1983,0.42370661428
4,1983,0.20781488758
7,1983,0.061558611657
8,1983,0.085352543113
9,1983,0
16,1983,0.004802444881
1,1987,0.20336098702
2,1987,0.031269942565
3,1987,0.28355669007
4,1987,0.20633907679
7,1987,0.024462880238
8,1987,0.067857902574
9,1987,0.087640927462
16,1987,0.095511593278
1,1991,0.14793015499
2,1991,0.02825191289
3,1991,0.25210908377
4,1991,0.1683343143
7,1991,0.020796546988
8,1991,0.063174416323
9,1991,0
13,1991,0.12026682362
16,1991,0.199136747104
1,1995,0.15418974451
2,1995,0.050741468644
3,1995,0.31052349473
4,1995,0.16776844738
7,1995,0.026621404324
8,1995,0.032696087189
9,1995,0.014114704306
13,1995,0.075397534393
16,1995,0.167947114527
1,1999,0.16488574716
2,1999,0.068222916324
3,1999,0.31333223738
4,1999,0.30018083183
7,1999,0.0452079566
8,1999,0.023179352293
9,1999,0
13,1999,0.050961696531
16,1999,0.034029261877
1,2003,0.16698072184
2,2003,0.078996956081
3,2003,0.31526308161
4,2003,0.31410349326
7,2003,0.041020437745
8,2003,0.002174228149
9,2003,0.014349905783
13,2003,0.054790549355
16,2003,0.012320626178
1,2007,0.16238144212
2,2007,0.057593417895
3,2007,0.25734201806
4,2007,0.30442235173
7,2007,0.039881156439
8,2007,0.054279510913
9,2007,0
13,2007,0.098274482916
16,2007,0.02582561993
1,2011,0.1714892756
2,2011,0.04643868879
3,2011,0.20892351275
4,2011,0.27458518818
7,2011,0.023067583974
8,2011,0.041076487252
9,2011,0
13,2011,0.074463779846
16,2011,0.003844597329
31,2011,0.078106029947
32,2011,0.078004856333
