"party","year","support"
1,1971,0.67115902965
2,1971,0.008984725966
3,1971,0.18059299191
4,1971,0.066936208446
8,1971,0.016172506739
9,1971,0.024258760108
16,1971,0.031895777179
1,1975,0.69223439734
2,1975,0.001429252025
3,1975,0.17579799905
4,1975,0.065269175798
8,1975,0.015245354931
9,1975,0.035731300619
13,1975,0.005717008099
16,1975,0.008575512149
1,1979,0.67002518892
2,1979,0.001889168766
3,1979,0.15931989924
4,1979,0.11901763224
9,1979,0.034634760705
13,1979,0.011335012594
16,1979,0
8,1979,0.003778337532
1,1983,0.77389705882
2,1983,0.00306372549
3,1983,0.10539215686
4,1983,0.06556372549
8,1983,0.033700980392
9,1983,0.014093137255
13,1983,0.00306372549
16,1983,0.001225490196
1,1987,0.68678334339
2,1987,0.001207000604
3,1987,0.13458056729
4,1987,0.088714544357
8,1987,0.039831019916
9,1987,0.007242003621
13,1987,0.028968014484
16,1987,0.012673506337
1,1991,0.65703086723
2,1991,0.003919647232
3,1991,0.19353258207
4,1991,0.075943165115
8,1991,0.014208721215
9,1991,0.012738853504
13,1991,0.027437530622
16,1991,0.015188633023
1,1995,0.650847457627
2,1995,0.006779661017
3,1995,0.12881355932
4,1995,0.071751412429
8,1995,0.00395480226
9,1995,0.067231638418
13,1995,0.027683615819
16,1995,0.042937853107
1,1999,0.582708933719
2,1999,0.014409221902
3,1999,0.14755043228
4,1999,0.16599423631
8,1999,0.004610951009
9,1999,0.011527377522
13,1999,0.040922190202
16,1999,0.032276657061
1,2003,0.501546391757
2,2003,0.020618556701
3,2003,0.16907216495
4,2003,0.17835051546
7,2003,0.008762886598
8,2003,0.001546391753
9,2003,0.037113402062
13,2003,0.078350515464
16,2003,0.004639175258
1,2007,0.291113791714
2,2007,0.040209087254
3,2007,0.21029352634
4,2007,0.22677925211
7,2007,0.018496180137
8,2007,0.022517088862
9,2007,0.042621632489
13,2007,0.13108162445
16,2007,0.016887816647
1,2011,0.226255804142
2,2011,0.056986070072
3,2011,0.24102997045
4,2011,0.25707049388
7,2011,0.008864499789
8,2011,0.004221190376
9,2011,0.012663571127
13,2011,0.14056563951
16,2011,0.024905023217
31,2011,0.025327142254
32,2011,0.002110595188
