"party","year","support"
1,1971,0.15471848164
2,1971,0.069188593976
3,1971,0.21642846765
4,1971,0.16752693599
7,1971,0.047418045009
8,1971,0.183103545839
9,1971,0.013466082448
16,1971,0.148149847448
1,1975,0.16997121435
2,1975,0.068737422198
3,1975,0.26829247582
4,1975,0.15137517301
7,1975,0.054004941962
8,1975,0.144395289
9,1975,0.024438085372
16,1975,0.118785398286
1,1979,0.20635527998
2,1979,0.067970536825
3,1979,0.28437008114
4,1979,0.18864954649
7,1979,0.061700480907
9,1979,0.031715525563
13,1979,0.012818394483
16,1979,0.046047081946
8,1979,0.100373072675
1,1983,0.19549694292
2,1983,0.078197289537
3,1983,0.25867660404
4,1983,0.18014459767
7,1983,0.057660552506
8,1983,0.108998676009
9,1983,0.03887178114
13,1983,0.031537763497
16,1983,0.050415792684
1,1987,0.19160851503
2,1987,0.051997067528
3,1987,0.18448776779
4,1987,0.18114122023
7,1987,0.051026365093
8,1987,0.118384968372
9,1987,0.031517282576
13,1987,0.079353227076
16,1987,0.110483586304
1,1991,0.14805094508
2,1991,0.044066443269
3,1991,0.20566521807
4,1991,0.24319990575
7,1991,0.057568459082
8,1991,0.080606314466
9,1991,0.013024242107
13,1991,0.075409707315
16,1991,0.132408764856
1,1995,0.168751401682
2,1995,0.043363452871
3,1995,0.22201885305
4,1995,0.26013007589
7,1995,0.046568326014
8,1995,0.058975453421
9,1995,0.015134525093
13,1995,0.081626599724
16,1995,0.103431312262
1,1999,0.151267358346
2,1999,0.044832758466
3,1999,0.24539126708
4,1999,0.3470218634
7,1999,0.04033980549
8,1999,0.043775186457
9,1999,0.009013554894
13,1999,0.059652591051
16,1999,0.058705614809
1,2003,0.13213880639
2,2003,0.047171357578
3,2003,0.21947957438
4,2003,0.38004576179
7,2003,0.049715136138
8,2003,0.020192881354
9,2003,0.004045132401
13,2003,0.10760576677
16,2003,0.039605583201
1,2007,0.1079169295
2,2007,0.076192867598
3,2007,0.1765462418
4,2007,0.38026003932
7,2007,0.046722561442
8,2007,0.003521493358
9,2007,0.004152299995
13,2007,0.10481801535
16,2007,0.042006822511
31,2007,0.057862729127
1,2011,0.10451830449
2,2011,0.041579181578
3,2011,0.17646395197
4,2011,0.33759111507
7,2011,0.030836535026
8,2011,0.023841906349
9,2011,0.000927603086
13,2011,0.076727817438
16,2011,0.034565750136
31,2011,0.098419940959
32,2011,0.074527893902
