"party","year","support"
1,1971,0
2,1971,0.96363636364
3,1971,0.036363636364
8,1971,0
9,1971,0
16,1971,0
1,1975,0
2,1975,0.93956043956
3,1975,0.06043956044
8,1975,0
9,1975,0
16,1975,0
1,1979,0.13988095238
2,1979,0.8005952381
3,1979,0.02380952381
9,1979,0
16,1979,0
8,1979,0.035714285714
1,1983,0.017730496454
2,1983,0.9219858156
3,1983,0.060283687943
8,1983,0
9,1983,0
16,1983,0
1,1987,0.036269430052
2,1987,0.69948186528
3,1987,0.26424870466
8,1987,0
9,1987,0
13,1987,0
16,1987,0
1,1991,0
2,1991,0.76086956522
3,1991,0.23913043478
8,1991,0
9,1991,0
13,1991,0
16,1991,0
1,1995,0.048979591837
2,1995,0.51428571429
3,1995,0.43673469388
8,1995,0
9,1995,0
13,1995,0
16,1995,0
1,1999,0
2,1999,0.60103626943
3,1999,0.39896373057
4,1999,0
8,1999,0
9,1999,0
13,1999,0
16,1999,0
1,2003,0
2,2003,0.62048192771
3,2003,0.34939759036
4,2003,0.030120481928
8,2003,0
9,2003,0
13,2003,0
16,2003,0
1,2007,0.037037037037
2,2007,0.59259259259
3,2007,0.21693121693
4,2007,0.10052910053
8,2007,0.010582010582
9,2007,0
13,2007,0.042328042328
16,2007,0
1,2011,0.038961038961
2,2011,0.59307359307
3,2011,0.26406926407
4,2011,0.090909090909
8,2011,0.004329004329
9,2011,0
13,2011,0.008658008658
16,2011,0
32,2011,0
