"party","year","support"
1,1971,0.20625305692
2,1971,0.002596034463
3,1971,0.35125474999
4,1971,0.33951615937
7,1971,0.031415779375
8,1971,0.028180142218
9,1971,0
16,1971,0.040784077655
1,1975,0.1761477659
2,1975,0.000450505795
3,1975,0.37465700127
4,1975,0.34783142892
7,1975,0.016545849203
8,1975,0.03976737519
9,1975,0.003030675349
16,1975,0.041569398371
1,1979,0.16124982564
2,1979,0.002510810434
3,1979,0.34681731529
4,1979,0.39698702748
7,1979,0.012182080253
9,1979,0.018366113358
16,1979,0.030269214675
8,1979,0.031617612871
1,1983,0.23202730254
2,1983,0.003013917206
3,1983,0.2610140945
4,1983,0.36636822977
7,1983,0.022205478238
8,1983,0.067680170197
9,1983,0.019413172591
16,1983,0.028277634961
1,1987,0.11569586483
2,1987,0.012538906181
3,1987,0.18634948866
4,1987,0.44637616719
7,1987,0.020809248555
8,1987,0.104979991107
9,1987,0.011605157848
13,1987,0.053134726545
16,1987,0.048510449089
1,1991,0.091112531969
2,1991,0.004521373767
3,1991,0.14427292656
4,1991,0.49438253562
7,1991,0.021921812203
8,1991,0.04786262331
9,1991,0.008860065765
13,1991,0.090838509317
16,1991,0.096227621483
1,1995,0.136211001894
2,1995,0.004762195494
3,1995,0.15263447097
4,1995,0.48409548813
7,1995,0.024055192625
8,1995,0.016423469077
9,1995,0.008364369009
13,1995,0.036632273033
16,1995,0.136821539776
1,1999,0.18734598324
2,1999,0.001232134056
3,1999,0.16097831444
4,1999,0.44141202563
7,1999,0.025689995071
8,1999,0.02544356826
9,1999,0
13,1999,0.048114834894
16,1999,0.109783144406
1,2003,0.18090885003
2,2003,0.004372019078
3,2003,0.26722310546
4,2003,0.30643879173
7,2003,0.023251192369
8,2003,0.030471648119
9,2003,0
13,2003,0.065977742448
16,2003,0.121356650768
1,2007,0.1983227105
2,2007,0.034350888963
3,2007,0.14451526333
4,2007,0.38134854076
7,2007,0.029117745723
8,2007,0.025494800403
9,2007,0
13,2007,0.10479704797
16,2007,0.082053002349
1,2011,0.1429963723
2,2011,0.006334939629
3,2011,0.14581190102
4,2011,0.29552222643
7,2011,0.017651199307
8,2011,0.030862526396
9,2011,0.000758026964
13,2011,0.080188423845
16,2011,0.037955492988
31,2011,0.027343115491
32,2011,0.21457577562
