"party","year","support"
1,1971,0.024040632054
2,1971,0.000865312265
3,1971,0.12460496614
4,1971,0.76508653123
7,1971,0.03453724605
8,1971,0.0179834462
9,1971,0
16,1971,0.032881866065
1,1975,0.024150190773
2,1975,8.6715227e-05
3,1975,0.17082899757
4,1975,0.67520811655
7,1975,0.054977454041
8,1975,0.016085674644
9,1975,0.002948317724
16,1975,0.055714533472
1,1979,0.053427321342
2,1979,0.000291686923
3,1979,0.14433641225
4,1979,0.7090422946
7,1979,0.033252309188
9,1979,0.018084589207
16,1979,0.031648031113
8,1979,0.009917355371
1,1983,0.060974298312
2,1983,0.001129153672
3,1983,0.14039143994
4,1983,0.63807936337
7,1983,0.039143993978
8,1983,0.037154532745
9,1983,0.024518765458
16,1983,0.058608452522
1,1987,0.042764995683
2,1987,0.000406318249
3,1987,0.11747676368
4,1987,0.61450556148
7,1987,0.035502056986
8,1987,0.052262684748
9,1987,0.004672659861
13,1987,0.057900350449
16,1987,0.074508608868
1,1991,0.038859533245
2,1991,0.003412593571
3,1991,0.12208278292
4,1991,0.51959489212
7,1991,0.031869220608
8,1991,0.030493174813
9,1991,0.014641127256
13,1991,0.087076177895
16,1991,0.151970497578
1,1995,0.055535828421
2,1995,0.001775442085
3,1995,0.15155173638
4,1995,0.51409701016
7,1995,0.052482068035
8,1995,0.007882962857
9,1995,0.009161281159
13,1995,0.037426319153
16,1995,0.170087351751
1,1999,0.094096053839
2,1999,0.007525237076
3,1999,0.14848577547
4,1999,0.50461914959
7,1999,0.03664729275
8,1999,0.027164270419
9,1999,0
13,1999,0.030345671459
16,1999,0.151116549404
1,2003,0.082725504498
2,2003,0.006746900073
3,2003,0.18441526866
4,2003,0.50364697301
7,2003,0.066131777292
8,2003,0.014952589351
9,2003,0
13,2003,0.054218332118
16,2003,0.087162654996
1,2007,0.069046601112
2,2007,0.024422830269
3,2007,0.12157973493
4,2007,0.55611372381
7,2007,0.051784950834
8,2007,0.037088499359
9,2007,0
13,2007,0.065679777683
16,2007,0.074283882001
1,2011,0.040057356955
2,2011,0.016744530274
3,2011,0.098385679264
4,2011,0.42874323512
7,2011,0.041306258384
8,2011,0.028817244091
9,2011,0.000231278042
13,2011,0.045330496323
16,2011,0.053841528285
31,2011,0.03038993478
32,2011,0.21615245849
