"party","year","support"
1,1971,0.38319672131
2,1971,0.50017076503
3,1971,0.095116120219
4,1971,0.010587431694
8,1971,0
9,1971,0.010245901639
16,1971,0.000683060109
1,1975,0.42666462105
2,1975,0.43019331083
3,1975,0.094354096349
8,1975,0
9,1975,0.048787971771
16,1975,0
1,1979,0.38097660224
2,1979,0.44303153611
3,1979,0.11478467277
4,1979,0.006103763988
9,1979,0.05510342489
16,1979,0
8,1979,0
1,1983,0.41382799325
2,1983,0.41517706577
3,1983,0.093086003373
4,1983,0.002023608769
8,1983,0.021585160202
9,1983,0.054300168634
16,1983,0
1,1987,0.35698447894
2,1987,0.44630978777
3,1987,0.073962622743
4,1987,0.000316756414
8,1987,0.002058916693
9,1987,0.096769084573
13,1987,0.023598352867
16,1987,0
1,1991,0.33087363289
2,1991,0.34892607722
3,1991,0.066543681644
4,1991,0.002503623666
8,1991,0.006456713665
9,1991,0.101330873633
13,1991,0.005007247332
16,1991,0
18,1991,0.13835814995
1,1995,0.32639531298
2,1995,0.33502929386
3,1995,0.16450817145
4,1995,0.009867406722
8,1995,0.010021584952
9,1995,0.017113783534
13,1995,0.016805427074
16,1995,0
18,1995,0.12025901943
1,1999,0.34261882279
2,1999,0.30107019201
3,1999,0.16682404784
4,1999,0.025023607177
7,1999,0.000157381177
8,1999,0.003462385899
9,1999,0.013849543595
13,1999,0.02706956248
16,1999,0
18,1999,0.11992445703
1,2003,0.31993745113
2,2003,0.28240813135
3,2003,0.22345582486
4,2003,0.043940578577
8,2003,0.006567630962
9,2003,0
13,2003,0.052853792025
16,2003,0
18,2003,0.070836591087
1,2007,0.29254638516
2,2007,0.30406269994
3,2007,0.20105566219
4,2007,0.042226487524
8,2007,0.00751759437
9,2007,0.011836212412
13,2007,0.065579014715
16,2007,0
18,2007,0.075175943698
1,2011,0.24810826542
2,2011,0.24854481956
3,2011,0.17287543655
4,2011,0.06490104773
8,2011,0.015570430733
9,2011,0.012660069849
13,2011,0.097497089639
16,2011,0
18,2011,0.13984284051
